Date,close,P_E,P_B,Div_Yield,a10_y_GSEC,Yield_gap,EPS,MCAP_GDP,EPS_1YEARAGO,EPS_GROWTH_1,PEG_1,PEGY_1,EPS_3YEARAGO,EPS_GROWTH_3,PEG_3,PEGY_3,return_1,return_3,return-5,return_7,return_10
26-May-04,"? 1,598.80",13.75,3.13,2.41,5.184,-2.088727273,? 116.28,57,? 85.17,-26.76%,-0.513906558,-0.564778286,? 72.76,-5.11%,-2.688640903,-5.084856044,24.62%,165.71%,182.57%,242.21%,373.43%
27-May-04,"? 1,586.40",13.65,3.1,2.42,5.191,-2.135007326,? 116.22,57,? 87.60,-24.62%,-0.554377309,-0.614803387,? 72.77,-6.00%,-2.275529925,-3.814337903,26.95%,168.32%,174.59%,248.37%,372.34%
28-May-04,"? 1,508.75",12.98,2.95,2.55,5.212,-2.492160247,? 116.24,57,? 86.36,-25.71%,-0.504937619,-0.560542336,? 73.69,-5.15%,-2.520213628,-4.991622227,34.46%,184.56%,181.78%,267.54%,397.68%
31-May-04,"? 1,483.60",11.94,2.84,2.59,5.256,-3.11920938,? 124.25,57,? 86.42,-30.45%,-0.392134002,-0.428590274,? 73.92,-5.08%,-2.35235384,-4.803346406,37.76%,186.44%,190.75%,277.49%,413.03%
01-Jun-04,"? 1,507.90",12.14,2.89,2.55,5.274,-2.96323229,? 124.21,58,? 87.59,-29.48%,-0.411760671,-0.450745709,? 74.21,-5.37%,-2.258788653,-4.298011286,37.59%,184.89%,180.87%,274.52%,406.31%
02-Jun-04,"? 1,535.20",12.36,2.94,2.51,5.285,-2.805614887,? 124.21,58,? 87.58,-29.49%,-0.419119972,-0.458110965,? 73.91,-5.50%,-2.248480747,-4.137868601,35.25%,179.90%,176.64%,266.55%,403.20%
03-Jun-04,"? 1,495.10",12.04,2.87,2.57,5.293,-3.012647841,? 124.18,58,? 87.57,-29.48%,-0.40839539,-0.447396803,? 73.98,-5.47%,-2.202549804,-4.156896299,38.61%,185.40%,187.13%,277.93%,416.01%
04-Jun-04,"? 1,521.10",12.25,2.92,2.53,5.284,-2.879265306,? 124.17,58,? 87.57,-29.48%,-0.415558553,-0.454572493,? 73.79,-5.55%,-2.208531385,-4.060765809,37.24%,181.68%,178.87%,270.26%,409.60%
07-Jun-04,"? 1,542.55",12.42,2.96,2.49,5.228,-2.823529791,? 124.20,58,? 87.56,-29.50%,-0.421070369,-0.459893417,? 73.81,-5.54%,-2.24347909,-4.077419139,35.33%,172.16%,183.65%,264.69%,404.82%
08-Jun-04,"? 1,550.55",12.48,2.97,2.48,5.276,-2.736820513,? 124.24,58,? 87.60,-29.49%,-0.423175918,-0.462029176,? 73.83,-5.54%,-2.251451729,-4.074316853,33.16%,169.55%,183.19%,269.48%,391.64%
09-Jun-04,"? 1,548.30",12.47,2.97,2.48,5.272,-2.747246191,? 124.16,58,? 87.58,-29.46%,-0.423218613,-0.4621141,? 73.83,-5.53%,-2.253943695,-4.085142533,35.26%,167.71%,177.15%,265.60%,389.89%
10-Jun-04,"? 1,544.75",12.44,2.96,2.49,5.288,-2.750585209,? 124.18,58,? 87.59,-29.46%,-0.422250164,-0.461232582,? 73.81,-5.54%,-2.243520683,-4.072204517,35.45%,168.37%,181.01%,263.56%,389.90%
11-Jun-04,"? 1,508.45",12.14,2.89,2.55,5.332,-2.90523229,? 124.25,58,? 87.61,-29.49%,-0.411625248,-0.450583434,? 73.79,-5.56%,-2.183144645,-4.032169783,38.74%,175.46%,188.30%,266.35%,394.52%
14-Jun-04,"? 1,481.35",11.84,2.84,2.62,5.327,-3.118945946,? 125.11,58,? 87.58,-30.00%,-0.394655717,-0.432419287,? 71.61,-6.49%,-1.823811923,-3.057932216,41.64%,177.66%,198.66%,277.05%,403.20%
15-Jun-04,"? 1,501.00",12,2.88,2.58,5.405,-2.928333333,? 125.08,58,? 87.58,-29.99%,-0.400199282,-0.43787532,? 71.61,-6.49%,-1.84914136,-3.069447433,40.73%,177.81%,177.53%,273.07%,401.44%
16-Jun-04,"? 1,494.75",12.01,2.87,2.59,5.421,-2.905394671,? 124.46,58,? 87.61,-29.61%,-0.40561446,-0.444495468,? 71.55,-6.53%,-1.84060691,-3.052079751,40.71%,179.07%,181.13%,273.38%,410.08%
17-Jun-04,"? 1,512.05",12.15,2.9,2.56,5.372,-2.858452675,? 124.45,58,? 87.57,-29.63%,-0.410013522,-0.448783812,? 71.44,-6.56%,-1.852201101,-3.037680084,38.26%,174.27%,169.76%,268.18%,405.30%
18-Jun-04,"? 1,491.20",11.98,2.86,2.6,5.384,-2.963245409,? 124.47,58,? 87.61,-29.61%,-0.40455944,-0.443499047,? 70.27,-7.09%,-1.689717756,-2.668186226,41.01%,182.61%,173.67%,276.45%,413.94%
21-Jun-04,"? 1,482.00",11.91,2.84,2.62,5.473,-2.923305626,? 124.43,58,? 87.60,-29.60%,-0.40234864,-0.441418573,? 70.25,-7.09%,-1.679124847,-2.662654058,42.53%,186.68%,170.17%,275.64%,418.50%
22-Jun-04,"? 1,474.70",11.85,2.83,2.63,5.596,-2.842818565,? 124.45,58,? 87.56,-29.64%,-0.399745333,-0.438663492,? 70.26,-7.07%,-1.675473207,-2.667339683,44.34%,189.37%,169.48%,275.78%,426.74%
23-Jun-04,"? 1,446.10",11.62,2.77,2.68,5.739,-2.866851979,? 124.45,58,? 87.60,-29.61%,-0.39242498,-0.431476947,? 70.24,-7.10%,-1.63762295,-2.631548889,46.86%,194.04%,184.31%,289.60%,439.09%
24-Jun-04,"? 1,470.75",11.82,2.82,2.64,5.795,-2.665236887,? 124.43,58,? 87.55,-29.64%,-0.398820311,-0.43781982,? 70.25,-7.08%,-1.670408936,-2.664495653,44.38%,189.61%,187.85%,286.22%,432.42%
25-Jun-04,"? 1,488.50",11.96,2.85,2.6,5.782,-2.579204013,? 124.46,58,? 87.56,-29.65%,-0.403391262,-0.442166502,? 70.31,-7.05%,-1.695865081,-2.686162863,44.06%,187.92%,184.27%,274.53%,423.38%
28-Jun-04,"? 1,514.35",12.71,2.84,2.57,5.863,-2.004820614,? 119.15,58,? 87.59,-26.48%,-0.479909591,-0.531484386,? 70.31,-7.06%,-1.799157332,-2.827952168,43.30%,181.57%,188.90%,266.28%,411.68%
29-Jun-04,"? 1,518.30",12.74,2.85,2.57,5.806,-2.043293564,? 119.18,58,? 87.58,-26.51%,-0.480525266,-0.532104759,? 70.30,-7.06%,-1.803359461,-2.834517159,44.07%,182.03%,196.53%,261.44%,413.17%
30-Jun-04,"? 1,505.60",12.64,2.83,2.59,5.85,-2.061392405,? 119.11,58,? 91.78,-22.95%,-0.550768953,-0.620833312,? 70.34,-8.49%,-1.489204632,-2.143189374,45.05%,186.82%,196.83%,264.11%,412.84%
01-Jul-04,"? 1,537.20",12.9,2.89,2.54,5.85,-1.901937984,? 119.16,62,? 91.81,-22.96%,-0.561901198,-0.631802507,? 70.34,-8.50%,-1.518156354,-2.165465572,42.75%,180.62%,186.16%,258.89%,394.57%
02-Jul-04,"? 1,537.50",12.9,2.89,2.54,5.843,-1.908937984,? 119.19,62,? 91.79,-22.98%,-0.561259514,-0.630991355,? 70.31,-8.51%,-1.516689763,-2.162482939,43.08%,183.42%,194.23%,254.90%,399.75%
05-Jul-04,"? 1,526.85",12.72,2.87,2.57,5.71,-2.15163522,? 120.04,62,? 91.81,-23.51%,-0.54095864,-0.607339282,? 70.33,-8.50%,-1.496439958,-2.144962363,42.11%,185.51%,199.21%,253.98%,407.36%
06-Jul-04,"? 1,558.25",12.98,2.93,2.52,5.697,-2.007160247,? 120.05,62,? 91.76,-23.57%,-0.550769532,-0.616714203,? 70.30,-8.49%,-1.527958577,-2.172386867,40.65%,179.41%,193.43%,242.17%,392.35%
07-Jul-04,"? 1,566.80",13.05,2.94,2.5,5.693,-1.969835249,? 120.06,62,? 91.75,-23.58%,-0.553328571,-0.618936898,? 70.31,-8.49%,-1.53707401,-2.178573872,41.73%,179.86%,191.30%,232.60%,388.21%
08-Jul-04,"? 1,518.15",12.64,2.85,2.58,5.738,-2.173392405,? 120.11,62,? 91.80,-23.57%,-0.536283243,-0.602202007,? 70.30,-8.51%,-1.485198258,-2.131301572,45.70%,191.10%,197.30%,237.15%,398.54%
09-Jul-04,"? 1,553.20",12.94,2.92,2.53,5.828,-1.89997527,? 120.03,62,? 91.81,-23.51%,-0.550426548,-0.616806093,? 70.32,-8.51%,-1.521346142,-2.16546381,43.62%,183.68%,194.32%,226.61%,390.98%
12-Jul-04,"? 1,556.95",12.97,2.83,2.53,5.795,-1.915100231,? 120.04,62,? 91.76,-23.56%,-0.550452684,-0.616666889,? 70.32,-8.49%,-1.528425005,-2.177687332,41.99%,181.78%,197.79%,231.48%,396.29%
13-Jul-04,"? 1,539.30",12.82,2.8,2.56,5.878,-1.922312012,? 120.07,62,? 91.81,-23.54%,-0.544694882,-0.611171399,? 70.33,-8.50%,-1.50776164,-2.157279391,44.75%,188.84%,206.07%,233.81%,402.80%
14-Jul-04,"? 1,522.75",12.68,2.77,2.59,5.82,-2.066435331,? 120.09,62,? 91.76,-23.59%,-0.537496649,-0.603785235,? 70.33,-8.49%,-1.49433066,-2.150827844,43.12%,195.82%,207.37%,233.14%,411.69%
15-Jul-04,"? 1,539.40",12.82,2.8,2.56,5.865,-1.935312012,? 120.08,62,? 91.81,-23.54%,-0.544586475,-0.61103492,? 70.31,-8.51%,-1.506187547,-2.154058452,42.67%,193.11%,204.93%,227.13%,#VALUE!
16-Jul-04,"? 1,558.80",12.98,2.83,2.53,5.947,-1.757160247,? 120.09,62,? 91.79,-23.56%,-0.550820093,-0.617070814,? 70.31,-8.50%,-1.52654501,-2.17316292,42.34%,188.48%,194.17%,224.39%,406.64%
19-Jul-04,"? 1,571.60",13.09,2.86,2.53,5.844,-1.795419404,? 120.06,62,? 91.79,-23.55%,-0.555852735,-0.622757939,? 70.33,-8.49%,-1.541222494,-2.195108847,41.31%,186.30%,185.15%,214.59%,401.10%
20-Jul-04,"? 1,566.10",13.05,2.85,2.54,5.831,-1.831835249,? 120.01,62,? 91.76,-23.54%,-0.554414967,-0.621478124,? 70.30,-8.50%,-1.535797421,-2.190621165,40.73%,191.30%,183.36%,209.41%,403.87%
21-Jul-04,"? 1,581.40",13.17,2.88,2.52,5.85,-1.743014427,? 120.08,62,? 92.43,-23.02%,-0.572088075,-0.642409855,? 70.30,-8.72%,-1.510225353,-2.124004153,38.18%,188.73%,182.75%,209.78%,400.39%
22-Jul-04,"? 1,598.10",13.31,2.91,2.49,5.843,-1.670148009,? 120.07,62,? 92.48,-22.97%,-0.579354506,-0.649780385,? 70.33,-8.72%,-1.525845183,-2.135396531,38.45%,189.05%,178.92%,209.67%,394.73%
23-Jul-04,"? 1,601.60",13.34,2.91,2.49,5.926,-1.570251874,? 120.06,62,? 92.49,-22.97%,-0.580876091,-0.65151636,? 70.34,-8.72%,-1.529483099,-2.14059887,39.49%,188.51%,187.52%,205.25%,393.55%
26-Jul-04,"? 1,618.00",13.51,2.95,2.47,5.919,-1.4829245,? 119.76,62,? 92.43,-22.82%,-0.591922045,-0.663753181,? 70.56,-8.61%,-1.569511891,-2.201124563,38.28%,183.60%,183.07%,199.11%,390.49%
27-Jul-04,"? 1,600.75",13.37,2.92,2.5,5.925,-1.554431563,? 119.73,62,? 92.43,-22.80%,-0.586352664,-0.658556551,? 70.58,-8.60%,-1.555523374,-2.193537317,40.05%,188.60%,174.12%,196.60%,396.91%
28-Jul-04,"? 1,594.15",13.31,2.91,2.51,5.948,-1.565148009,? 119.77,62,? 92.43,-22.83%,-0.583006065,-0.655021259,? 70.58,-8.60%,-1.54784127,-2.185882828,39.92%,178.84%,179.70%,208.60%,403.57%
29-Jul-04,"? 1,618.70",13.52,2.93,2.47,6.099,-1.297449704,? 119.73,62,? 92.35,-22.87%,-0.591271279,-0.662875572,? 70.82,-8.47%,-1.596226868,-2.253343115,39.96%,174.30%,171.46%,208.95%,399.35%
30-Jul-04,"? 1,632.30",13.63,2.95,2.45,6.283,-1.053757153,? 119.76,62,? 92.36,-22.88%,-0.595687142,-0.667118966,? 70.83,-8.47%,-1.609993248,-2.265672447,40.40%,177.45%,172.83%,208.77%,397.13%
02-Aug-04,"? 1,639.05",13.69,2.96,2.41,6.137,-1.167601899,? 119.73,63,? 92.34,-22.88%,-0.598408113,-0.668869731,? 70.83,-8.46%,-1.618436638,-2.263266188,40.52%,165.14%,176.31%,206.10%,393.94%
03-Aug-04,"? 1,630.60",13.62,2.95,2.43,6.236,-1.106143906,? 119.72,63,? 90.77,-24.18%,-0.563212586,-0.626129222,? 70.79,-7.95%,-1.712675314,-2.466287484,42.22%,167.16%,184.73%,210.58%,395.94%
04-Aug-04,"? 1,626.55",13.58,2.94,2.43,6.235,-1.12877025,? 119.78,63,? 90.76,-24.22%,-0.560628904,-0.623141681,? 70.83,-7.93%,-1.712133775,-2.46836242,42.16%,170.61%,186.46%,215.06%,402.53%
05-Aug-04,"? 1,654.95",13.82,2.99,2.39,6.161,-1.074890014,? 119.75,63,? 90.78,-24.19%,-0.571237899,-0.633855614,? 70.81,-7.95%,-1.739173359,-2.487264971,40.07%,162.21%,182.84%,211.38%,392.64%
06-Aug-04,"? 1,633.40",13.64,2.95,2.42,6.137,-1.194378299,? 119.75,63,? 90.75,-24.22%,-0.56316457,-0.625680219,? 70.82,-7.93%,-1.719809342,-2.474999734,44.10%,166.70%,187.02%,209.75%,395.54%
09-Aug-04,"? 1,642.60",13.72,2.97,2.41,6.254,-1.034629738,? 119.72,63,? 90.77,-24.18%,-0.56730078,-0.630089006,? 70.81,-7.94%,-1.727164492,-2.479373643,43.49%,171.65%,188.10%,201.16%,392.25%
10-Aug-04,"? 1,652.15",13.8,2.99,2.4,6.475,-0.771376812,? 119.72,63,? 90.78,-24.17%,-0.57095171,-0.633894907,? 69.96,-8.32%,-1.659226655,-2.332212632,43.32%,166.51%,182.18%,199.06%,390.60%
11-Aug-04,"? 1,621.60",13.55,2.93,2.44,6.536,-0.844073801,? 119.68,63,? 90.72,-24.19%,-0.560108293,-0.622938374,? 69.98,-8.29%,-1.634561862,-2.316364758,45.61%,167.23%,185.23%,209.11%,395.93%
12-Aug-04,"? 1,607.20",13.43,2.91,2.46,6.55,-0.896016381,? 119.67,63,? 90.75,-24.17%,-0.55568734,-0.61865832,? 69.97,-8.30%,-1.617847957,-2.299204432,44.62%,172.13%,186.73%,215.81%,393.59%
13-Aug-04,"? 1,598.20",13.36,2.89,2.47,6.652,-0.83302994,? 119.63,63,? 90.75,-24.14%,-0.553387719,-0.616457796,? 69.97,-8.30%,-1.60942099,-2.291154254,45.08%,173.45%,187.42%,218.12%,399.03%
16-Aug-04,"? 1,599.15",13.36,2.89,2.46,6.631,-0.85402994,? 119.70,63,? 90.75,-24.18%,-0.552456927,-0.615019717,? 69.97,-8.30%,-1.609332403,-2.287052886,47.59%,161.30%,192.68%,214.66%,407.44%
17-Aug-04,"? 1,604.35",13.41,2.9,2.45,6.562,-0.895121551,? 119.64,63,? 90.75,-24.15%,-0.555280764,-0.617973912,? 69.94,-8.32%,-1.612601349,-2.286150169,48.40%,156.06%,198.12%,220.39%,406.21%
18-Aug-04,"? 1,581.80",13.22,2.86,2.48,6.515,-1.04929652,? 119.65,63,? 90.73,-24.18%,-0.546840285,-0.609350003,? 69.94,-8.31%,-1.591331838,-2.268551638,49.30%,166.09%,203.78%,224.52%,415.00%
19-Aug-04,"? 1,609.20",13.45,2.91,2.44,6.481,-0.953944238,? 119.64,63,? 90.79,-24.12%,-0.557625912,-0.62038422,? 69.94,-8.33%,-1.615154741,-2.284549375,47.27%,153.23%,199.17%,205.97%,398.23%
20-Aug-04,"? 1,590.35",13.29,2.87,2.47,6.481,-1.043454477,? 119.67,63,? 90.74,-24.17%,-0.549758863,-0.612322891,? 69.97,-8.30%,-1.601513736,-2.280214511,51.11%,161.15%,203.04%,206.08%,403.18%
23-Aug-04,"? 1,578.20",13.19,2.85,2.49,6.555,-1.026501137,? 119.65,63,? 90.73,-24.17%,-0.545651942,-0.60831294,? 69.78,-8.38%,-1.574398336,-2.240224192,51.34%,160.74%,206.02%,206.39%,401.32%
24-Aug-04,"? 1,591.60",13.3,2.88,2.47,6.358,-1.160796992,? 119.67,63,? 90.79,-24.14%,-0.551030779,-0.613848531,? 69.75,-8.41%,-1.581189933,-2.238534643,49.75%,163.27%,202.12%,212.34%,400.68%
25-Aug-04,"? 1,595.70",13.34,2.88,2.47,6.285,-1.211251874,? 119.62,63,? 90.74,-24.14%,-0.552662838,-0.615663448,? 69.77,-8.39%,-1.590067223,-2.253537342,48.39%,169.64%,206.58%,209.95%,398.77%
26-Aug-04,"? 1,610.75",13.46,2.91,2.44,6.205,-1.224420505,? 119.67,63,? 90.73,-24.18%,-0.556673171,-0.619153513,? 69.78,-8.38%,-1.606092133,-2.265768136,44.41%,168.24%,207.83%,211.37%,394.48%
27-Aug-04,"? 1,609.00",13.45,2.91,2.45,6.258,-1.176944238,? 119.63,63,? 90.74,-24.15%,-0.556957037,-0.61984195,? 69.78,-8.38%,-1.604946815,-2.267998124,44.34%,170.93%,208.61%,207.22%,393.82%
30-Aug-04,"? 1,628.45",13.61,2.94,2.41,6.039,-1.308538575,? 119.65,63,? 90.76,-24.14%,-0.563689749,-0.626193745,? 69.78,-8.39%,-1.62189698,-2.275383823,44.59%,170.95%,205.57%,197.80%,382.20%
31-Aug-04,"? 1,631.75",13.64,2.95,2.4,6.157,-1.174378299,? 119.63,63,? 90.73,-24.16%,-0.564627671,-0.626909902,? 69.79,-8.38%,-1.628389261,-2.282319756,44.45%,173.57%,207.66%,192.46%,380.63%
01-Sep-04,"? 1,635.45",13.67,2.96,2.4,6.089,-1.226288954,? 119.64,67,? 90.74,-24.15%,-0.56602564,-0.628481203,? 69.76,-8.39%,-1.628724813,-2.280968171,42.94%,173.61%,203.89%,190.52%,386.75%
02-Sep-04,"? 1,629.30",13.62,2.94,2.41,5.961,-1.381143906,? 119.63,67,? 90.73,-24.16%,-0.563800533,-0.626279463,? 69.77,-8.38%,-1.62485727,-2.280538097,45.32%,174.92%,206.05%,200.01%,382.41%
03-Sep-04,"? 1,634.10",13.66,2.95,2.4,6.045,-1.275644217,? 119.63,67,? 90.75,-24.14%,-0.565816684,-0.62827433,? 69.76,-8.39%,-1.627214199,-2.278673669,45.93%,173.90%,203.47%,204.73%,382.48%
06-Sep-04,"? 1,644.00",13.74,2.97,2.34,5.882,-1.396020378,? 119.65,67,? 90.74,-24.16%,-0.568637398,-0.629610222,? 69.78,-8.38%,-1.638881804,-2.273417294,46.34%,174.85%,204.55%,202.58%,378.35%
07-Sep-04,"? 1,650.15",13.79,2.98,2.33,5.901,-1.350631617,? 119.66,67,? 90.78,-24.14%,-0.571275162,-0.632308328,? 69.76,-8.40%,-1.640994306,-2.27054126,46.40%,173.28%,208.09%,209.03%,369.55%
08-Sep-04,"? 1,656.25",13.84,2.99,2.32,5.94,-1.285433526,? 119.67,67,? 90.76,-24.16%,-0.572934254,-0.633805577,? 69.46,-8.53%,-1.622581614,-2.228800844,46.29%,172.17%,206.92%,206.59%,369.72%
09-Sep-04,"? 1,649.00",13.78,2.98,2.33,5.946,-1.310894049,? 119.67,67,? 90.76,-24.16%,-0.5704667,-0.631366915,? 69.46,-8.53%,-1.615259959,-2.222174015,47.28%,172.71%,203.41%,211.24%,377.83%
10-Sep-04,"? 1,668.75",13.95,3.02,2.3,5.949,-1.219458781,? 119.62,67,? 90.75,-24.14%,-0.577896032,-0.638757024,? 69.46,-8.52%,-1.636592419,-2.241392953,47.08%,169.47%,201.27%,206.71%,375.07%
13-Sep-04,"? 1,675.20",14,3.03,2.29,5.944,-1.198857143,? 119.66,67,? 90.73,-24.17%,-0.579185932,-0.639799422,? 69.45,-8.53%,-1.641891228,-2.244758018,46.58%,170.35%,197.62%,200.71%,377.31%
14-Sep-04,"? 1,685.55",14.09,3.05,2.28,6.135,-0.962232079,? 119.63,67,? 90.77,-24.12%,-0.58413805,-0.645116674,? 69.46,-8.53%,-1.651080381,-2.253027922,47.38%,168.04%,196.77%,202.09%,375.49%
15-Sep-04,"? 1,683.20",14.07,3.04,2.28,6.092,-1.01532054,? 119.63,67,? 90.77,-24.12%,-0.583247435,-0.644126002,? 69.47,-8.53%,-1.650025035,-2.252229413,48.55%,167.03%,193.80%,200.02%,374.79%
16-Sep-04,"? 1,705.70",14.25,3.08,2.25,6.125,-0.89254386,? 119.70,67,? 90.76,-24.18%,-0.589348101,-0.649816778,? 69.46,-8.53%,-1.670807352,-2.269538001,46.12%,166.53%,196.32%,198.90%,370.63%
17-Sep-04,"? 1,733.65",14.49,3.13,2.21,6.14,-0.761311249,? 119.64,67,? 90.74,-24.15%,-0.599880935,-0.6602933,? 69.45,-8.53%,-1.698671858,-2.292651249,45.59%,172.97%,195.23%,199.46%,366.67%
20-Sep-04,"? 1,728.80",14.45,3.13,2.22,6.127,-0.793415225,? 119.64,67,? 90.73,-24.16%,-0.598015687,-0.658516984,? 69.47,-8.52%,-1.6967413,-2.294989612,47.64%,174.62%,195.51%,200.89%,372.54%
21-Sep-04,"? 1,750.20",14.63,3.16,2.19,6.14,-0.695269993,? 119.63,67,? 90.72,-24.16%,-0.605461991,-0.665806034,? 69.47,-8.51%,-1.718301818,-2.313328695,46.67%,176.40%,193.80%,206.29%,375.50%
22-Sep-04,"? 1,753.90",14.66,3.17,2.19,6.126,-0.695282401,? 119.64,67,? 90.74,-24.15%,-0.60700292,-0.667533371,? 69.45,-8.53%,-1.719029326,-2.31300747,46.99%,181.21%,193.16%,203.70%,374.61%
23-Sep-04,"? 1,726.15",14.42,3.12,2.22,6.146,-0.78881276,? 119.71,67,? 90.78,-24.16%,-0.596815748,-0.657200283,? 69.48,-8.53%,-1.690534454,-2.285316954,48.73%,186.12%,196.29%,204.61%,383.06%
24-Sep-04,"? 1,722.50",14.39,3.11,2.23,6.06,-0.889270327,? 119.70,67,? 90.77,-24.17%,-0.595357374,-0.655869014,? 69.44,-8.54%,-1.684845312,-2.280202351,43.77%,186.82%,189.61%,205.70%,384.01%
27-Sep-04,"? 1,717.50",14.35,3.1,2.22,6.061,-0.907641115,? 119.69,67,? 90.73,-24.19%,-0.593114444,-0.65303503,? 69.47,-8.51%,-1.685560742,-2.280134887,44.26%,191.15%,190.95%,207.67%,385.84%
28-Sep-04,"? 1,700.25",14.21,3.07,2.24,6.098,-0.939297678,? 119.65,67,? 90.78,-24.13%,-0.588931038,-0.649200487,? 69.47,-8.53%,-1.665476404,-2.258389922,50.41%,195.33%,192.36%,211.09%,391.85%
29-Sep-04,"? 1,727.95",14.44,3.12,2.21,6.204,-0.721207756,? 119.66,67,? 90.73,-24.18%,-0.59722534,-0.657305423,? 69.43,-8.53%,-1.69244341,-2.284071767,49.01%,193.35%,180.49%,202.15%,385.16%
30-Sep-04,"? 1,745.50",14.59,3.16,2.18,6.231,-0.623009596,? 119.64,67,? 90.75,-24.14%,-0.604286011,-0.66426287,? 69.45,-8.53%,-1.709814704,-2.296520858,48.84%,198.53%,176.49%,196.12%,378.82%
01-Oct-04,"? 1,775.15",14.84,3.21,2.15,6.244,-0.494544474,? 119.62,68,? 90.73,-24.15%,-0.614468151,-0.674515808,? 69.49,-8.51%,-1.744344404,-2.334252994,47.10%,193.42%,167.61%,190.02%,372.63%
04-Oct-04,"? 1,805.65",15.09,3.11,2.11,6.392,-0.234905235,? 119.66,68,? 90.78,-24.14%,-0.625188542,-0.685077072,? 69.46,-8.54%,-1.767896476,-2.348430642,44.07%,187.20%,160.94%,180.70%,366.91%
05-Oct-04,"? 1,812.45",15.15,3.13,2.1,6.446,-0.154660066,? 119.63,68,? 90.77,-24.13%,-0.627877024,-0.687732034,? 69.45,-8.54%,-1.774699895,-2.353707162,45.11%,180.56%,151.81%,177.55%,364.89%
06-Oct-04,"? 1,794.90",15,3.1,2.12,6.498,-0.168666667,? 119.66,68,? 90.76,-24.15%,-0.621101233,-0.680869532,? 69.45,-8.54%,-1.757317924,-2.338001825,48.38%,196.80%,162.45%,174.93%,367.01%
07-Oct-04,"? 1,815.70",15.17,3.13,2.1,6.514,-0.077957811,? 119.69,68,? 90.77,-24.16%,-0.627804894,-0.687559095,? 69.44,-8.54%,-1.776345414,-2.35558797,45.64%,199.69%,162.46%,170.19%,362.74%
08-Oct-04,"? 1,820.20",15.21,3.14,2.09,6.597,0.022378041,? 119.67,68,? 90.77,-24.15%,-0.629836682,-0.689510813,? 69.46,-8.53%,-1.782291225,-2.360350263,41.70%,203.53%,163.50%,162.52%,365.74%
09-Oct-04,"? 1,817.80",15.19,3.14,2.1,6.673,0.089721527,? 119.67,68,? 90.74,-24.18%,-0.628323011,-0.688094273,? 69.47,-8.52%,-1.783559139,-2.367268314,41.60%,198.62%,169.47%,164.73%,369.26%
11-Oct-04,"? 1,807.75",15.11,3.12,2.11,6.68,0.061866314,? 119.64,68,? 90.73,-24.16%,-0.625360712,-0.685196909,? 69.45,-8.52%,-1.77288601,-2.356215286,41.99%,213.67%,170.04%,160.35%,368.16%
12-Oct-04,"? 1,786.90",14.93,3.08,2.13,6.792,0.094076356,? 119.69,68,? 90.76,-24.16%,-0.617857598,-0.677584751,? 69.48,-8.52%,-1.752020941,-2.335882857,44.92%,217.20%,180.04%,166.18%,374.33%
14-Oct-04,"? 1,794.75",15,3.1,2.12,6.816,0.149333333,? 119.65,68,? 90.77,-24.14%,-0.62149651,-0.681344572,? 68.97,-8.75%,-1.714623204,-2.263031303,41.37%,209.75%,175.95%,162.43%,373.28%
15-Oct-04,"? 1,795.00",15,3.1,2.12,6.764,0.097333333,? 119.67,68,? 90.75,-24.17%,-0.620686148,-0.680370748,? 69.00,-8.73%,-1.718966493,-2.27060337,38.41%,198.11%,178.49%,170.27%,378.45%
18-Oct-04,"? 1,786.00",14.93,3.08,2.13,6.791,0.093076356,? 119.62,68,? 90.75,-24.14%,-0.61859446,-0.678471063,? 68.97,-8.74%,-1.707851704,-2.258023647,39.15%,192.01%,183.21%,169.04%,379.05%
19-Oct-04,"? 1,808.40",15.11,3.12,2.11,6.763,0.144866314,? 119.68,68,? 90.77,-24.16%,-0.625511009,-0.685377347,? 68.93,-8.77%,-1.723463249,-2.269712522,36.49%,186.66%,179.93%,167.20%,371.39%
20-Oct-04,"? 1,790.05",14.96,3.09,2.13,6.777,0.092508021,? 119.66,68,? 90.71,-24.19%,-0.618469423,-0.67818904,? 68.95,-8.74%,-1.711858493,-2.263566236,34.77%,205.78%,182.38%,175.79%,376.95%
21-Oct-04,"? 1,779.75",14.87,3.07,2.14,6.763,0.038050437,? 119.69,68,? 90.73,-24.20%,-0.614525142,-0.67414573,? 68.93,-8.75%,-1.699270774,-2.249345282,34.59%,208.82%,180.32%,183.76%,381.21%
25-Oct-04,"? 1,757.25",14.69,3.03,2.17,6.629,-0.17835194,? 119.62,68,? 90.70,-24.18%,-0.607583438,-0.667492157,? 68.84,-8.78%,-1.672787734,-2.221802834,39.07%,216.91%,187.52%,186.76%,385.89%
26-Oct-04,"? 1,781.05",14.89,3.07,2.14,6.713,-0.002916723,? 119.61,68,? 90.73,-24.15%,-0.616690269,-0.676663723,? 70.48,-8.08%,-1.843816224,-2.508574413,34.46%,220.17%,186.55%,184.25%,373.78%
27-Oct-04,"? 1,783.85",14.91,3.08,2.14,6.84,0.133091885,? 119.64,68,? 90.74,-24.16%,-0.617179201,-0.67716401,? 70.45,-8.09%,-1.842732002,-2.50535723,35.56%,231.08%,185.37%,177.13%,367.57%
28-Oct-04,"? 1,800.10",15.04,3.1,2.12,6.882,0.23306383,? 119.69,68,? 90.71,-24.21%,-0.62110335,-0.680697864,? 70.45,-8.08%,-1.861888932,-2.524414124,33.80%,226.02%,183.77%,170.36%,364.18%
